DEGC1PV,DEGC2PV,DEGC3PV,DEGC4PV,DEGC5PV,DEGC6PV,DEGC1SV,DEGC2SV,DEGC3SV,DEGC4SV,DEGC5SV,DEGC6SV,NM3/H.1PV,NM3/H.2PV,NM3/H.3PV,NM3/H.4PV,NM3/H.5PV,NM3/H.6PV,NM3/H.1SV,NM3/H.2SV,NM3/H.3SV,NM3/H.4SV,NM3/H.5SV,NM3/H.6SV,TEMP,FC1,FC2,FC3,FC4,FC5,FC6,mmH2O
961.6,996.8,1165.7,1124.7,1016.4,1029.8,1050.2,1070,1200,1180,1120,1100,1896,2606,3182,5802,3591,5919,1406,2102,3245,5892,3578,5918,462.9,10,7,13.1,18.8,27,46.8,501
1062.6,1054.9,1258,1207.3,1173.9,1145.9,1005,1070,1215,1200,1150,1130,1920,2252,2564,4153,1435,4278,1765,2207,2071,4156,1178,4287,535.5,7,7,15,14.8,3,32.7,619
1027.8,1030.8,1251.1,1199.3,1163.5,1140.9,1005,1070,1210,1200,1145,1130,2185,2734,2371,9650,1686,5122,2461,2951,2023,10331,1793,5532,497.3,10.5,11,15,27.4,6.7,39.6,619
1023.5,1039.1,1220.6,1189.8,1165,1146.6,1005,1070,1215,1205,1150,1245,2478,2894,2852,9530,1927,5437,2495,2943,2880,9484,1916,5457,570.4,14.4,14,17,26.1,11.1,44.8,597
984.3,1049.3,1216.6,1209.6,1128,1154.2,1005,1070,1220,1210,1140,1245,3533,4039,4520,13981,1940,6555,3535,4169,4656,13952,2025,6548,517.2,12.5,16.3,22.3,33.3,10.3,47.9,602
748.7,703.2,811.3,745.7,638.9,592.2,1005,1070,1215,1200,1140,1130,2075,1991,2011,3009,1240,2542,2600,2200,2001,2450,1600,3298,492.1,19.2,11.3,24.9,20.2,20.5,43.3,128
1006.1,1074.1,1220.8,1209,1139.4,1169.2,1005,1070,1220,1210,1140,1245,3495,4157,5523,14876,2780,6546,3535,4169,5485,14817,2767,6548,532.7,14.7,17.8,21.6,35.1,18,48,597
946.3,944,983,973.5,992.5,948.4,1005,1070,1210,1210,1140,1245,1804,2331,2705,2792,1413,3602,2200,2300,2239,2326,1149,3598,526.3,8,7.6,15,10,3,28.1,602
1018.7,1007.7,1210.7,1188,1130.5,1155.2,1005,1070,1210,1200,1145,1130,3270,4179,4640,13285,2179,6181,3153,3937,4655,13237,2163,6162,506.6,13,14,20.7,31.6,11.7,45,622
1015.5,1003.6,1218.7,1154.4,1173.5,1198.7,1005,1070,1220,1190,1160,1230,3435,3653,5001,11608,3183,6494,3535,3811,4937,11524,2642,6548,561.1,19.2,17.7,23.1,33.3,22.5,57.2,495
997.1,1021.2,1206.9,1201.8,1157.4,1191.3,1005,1070,1215,1200,1150,1130,3352,4219,5216,13954,2858,6370,3333,4169,5089,13858,2799,6361,522.9,15.4,14.8,21.5,32.9,18.8,46.9,622
993.6,1049.8,1216.5,1195.9,1161.5,1145,1005,1070,1215,1205,1150,1245,2452,2892,2873,7880,1912,5475,2495,2943,2880,7845,1916,5457,551.2,13.6,10.7,15.6,21.6,9.5,42.3,600
1000.3,1013,1218.3,1187.2,1164.3,1187.4,1005,1070,1220,1200,1160,1230,3316,3633,3805,14068,1700,6552,3327,3587,3083,14100,1669,6548,515.7,12.4,15.8,18,37.3,8.1,52.9,499
762.8,707.4,843.8,846.9,665.2,633.3,1005,1070,1215,1200,1140,1130,2603,2359,2740,7479,1601,3265,2600,2200,2001,2450,1600,3298,494.8,9.5,7,15,20.2,4,24.4,619
905.9,901.8,1131.8,1106.5,1078.7,1025.4,1005,1070,1215,1200,1140,1130,2619,2243,2367,4283,1703,4274,2600,2200,2001,4261,1700,4287,514.9,10.6,7,15,14.6,6.8,32.8,602
996.7,1061.1,1217.9,1205.9,1141.2,1163.9,1005,1070,1220,1210,1140,1245,3599,4206,5327,14619,2687,6553,3535,4169,5416,14817,2676,6548,531.7,13.7,14.3,24.7,38,17.9,49,602
1000.1,1055.3,1214.5,1208.2,1135.2,1157.8,1005,1070,1220,1210,1140,1245,3538,4137,5291,14824,1828,6531,3535,4169,5230,14817,1863,6548,518.5,11.4,14.4,20.8,36.4,8.3,47.7,603
840.9,810.9,968.4,964.4,900.1,827.8,1050.2,1070,1200,1180,1120,1100,1935,2880,2093,4813,1838,4201,1406,2897,2181,4820,1768,4206,433.4,10,9.1,9.1,14.1,8,34,500
730.7,716.2,793.9,787.8,842.6,767.7,1050.2,1070,1200,1180,1120,1100,2291,2875,2486,4229,1900,3776,2303,2897,2484,4224,1900,3778,423.4,11.6,10.2,9.5,14.6,8.4,30.1,498
965.6,1037.2,1212.5,1189,1143.4,1172.7,1005,1070,1215,1200,1150,1130,3315,4175,7122,14812,2627,6536,3333,4169,7139,14817,2627,6548,502.1,12.5,16.6,28.3,34.3,16.2,47.2,617
1001.7,1056.1,1220.4,1211.8,1138,1162.8,1005,1070,1220,1210,1140,1245,3514,4195,5071,14159,2248,6531,3535,4169,5070,14159,2261,6548,543.9,17.2,18.4,22.1,34.3,12.9,48.6,601
774.7,717.8,865.9,866.8,665.1,628.4,1005,1070,1215,1200,1140,1130,2554,2332,2731,7457,1601,3316,2600,2200,2001,2450,1600,3298,500.2,11.9,7,15,20.2,4.1,24.2,620
1053.1,1021.5,1238,1182.7,1175.9,1151.6,1005,1070,1215,1205,1150,1245,2493,3028,2643,7077,1921,5497,2190,2640,2527,6628,1916,5457,527.9,11.1,9.6,15,18.2,9.9,42.8,601
1032,1053.2,1245.7,1214.9,1152,1192.7,1005,1070,1220,1205,1150,1245,2747,3654,4069,13329,2631,6532,3032,3811,4079,13281,2627,6548,516.9,15.3,15.8,18.5,32.1,16.8,49.1,602
948.6,1040.8,1192.1,1188.9,1133.1,1151.2,1005,1070,1215,1205,1150,1245,2497,2893,5047,10309,2464,5599,2495,2943,5039,10459,2463,5612,521.7,9.7,11.1,20.8,27.7,15,43.2,600
959.3,1044.9,1201.9,1181.8,1134.7,1159.7,1005,1070,1220,1200,1145,1130,3069,3777,7230,14087,3564,6561,3215,3901,7097,13912,3603,6518,522,16.7,17.6,30,37.3,31.2,53.4,505
1038.5,1064.9,1225.3,1200.9,1160.7,1177.5,1005,1070,1220,1200,1160,1230,3530,3722,6862,13087,2623,6515,3535,3811,6819,13028,2627,6548,552.9,12.5,14.6,26.5,32.6,18.1,50.8,600
725.4,710.1,801,795,853.5,775.2,1050.2,1070,1200,1180,1120,1100,2333,2901,2485,4179,1903,3780,2303,2897,2484,4224,1900,3778,419.1,10,9.3,10,13.9,8.3,30.3,500
1059.1,1093.1,1257.7,1218.6,1162.4,1141.7,1005,1070,1215,1205,1150,1245,2465,2957,2883,6670,1912,5075,2495,2943,2880,6567,1916,5067,538.9,10.3,12,15.1,18.4,9.1,39.2,600
726.3,712.2,794.8,789,843.4,768,1050.2,1070,1200,1180,1120,1100,2307,2904,2488,4218,1899,3783,2303,2897,2484,4224,1900,3778,421.8,12,9.4,10,13.9,8.2,30,500
728.3,712.8,805.1,797.5,856.4,777.2,1050.2,1070,1200,1180,1120,1100,2305,2909,2485,4194,1896,3776,2303,2897,2484,4224,1900,3778,419.2,10,9.1,9.8,13.9,8.2,30.3,501
1029.8,1062.5,1260.5,1230.3,1171.8,1153.1,1005,1070,1215,1205,1150,1245,2497,2903,2961,7584,1916,5449,2495,2943,2880,7549,1916,5457,528.6,9.3,12,15,20.6,8.9,41.9,604
903.9,940.2,999.9,1026,1075.5,1056.4,1005,1070,1220,1210,1150,1245,2085,2275,3048,2587,1435,3596,1942,2235,2479,2500,1297,3598,526,8,7,15,11,3,28.4,602
1061.2,1062.9,1239.6,1205.8,1132.4,1152.9,1005,1070,1220,1210,1140,1245,3317,4062,4134,12656,2149,6320,3499,4082,4038,13109,2230,6361,564.5,18.4,17.3,19.2,36.5,14.4,50,591
987.6,1048,1206.4,1194.4,1159.9,1146.5,1005,1070,1215,1205,1150,1245,2470,2931,3218,8397,1910,5449,2495,2943,3111,8552,1916,5457,557.8,14.2,11.2,16.2,24.4,9.9,42.9,600
1045.3,1077.3,1158.9,1141.7,1144.4,1114.6,1005,1070,1220,1210,1150,1245,1991,2150,2847,2178,1538,5040,1942,2235,2479,1853,1582,5037,569.9,8,9.1,15,11,6.1,40.2,596
1010.4,1071.1,1238,1206.7,1157.2,1147.9,1005,1070,1215,1205,1150,1245,2471,2906,2786,6987,2070,4884,2495,2943,2880,7033,2080,4911,567.8,14.4,12.5,18.4,20.9,12.3,40.1,591
957.8,1044.5,1202.7,1197.8,1155.7,1157.3,1005,1070,1215,1205,1150,1245,2496,2933,4171,9814,1913,5448,2495,2943,4101,9912,1916,5457,572.5,14.3,14,20.2,29.2,11.3,45,598
542.8,538.8,626.8,600.3,599.9,590.1,1005,1070,1210,1210,1140,1245,2311,2465,3118,4426,2139,1660,2200,2300,2239,2562,1298,1400,452.9,8,7.6,15,15,10,6,598
733.2,721.5,923.4,910.6,932,856.7,1005,1070,1210,1210,1140,1245,2191,2485,3146,3561,1578,3957,2200,2300,2239,3486,1516,3958,357.6,8,7.6,15,12,3,28.8,501
1003.8,1054.4,1222.5,1207.8,1138.6,1164.9,1005,1070,1220,1210,1140,1245,3508,4152,4946,14181,2361,6540,3535,4169,4939,14250,2371,6548,546.7,17.7,18.4,20.5,35.1,14.3,48.6,600
1020.2,1033.5,1257.4,1202,1161,1143.8,1005,1070,1210,1200,1145,1130,2409,3104,2375,11186,1875,5770,2735,3297,2003,11423,1971,6077,499.7,13.1,12.8,15,29.6,8.8,42.9,624
1025.3,1029.1,1228.1,1207.3,1154.1,1151.3,1005,1070,1215,1205,1150,1245,2507,2974,2931,8166,1924,5509,2495,2943,2880,8130,1916,5457,525.8,13.2,12.8,15,22,9.5,42.4,603
1129.8,1124.5,1275.5,1248.2,1259.5,1236.7,1005,1070,1220,1200,1255,1245,2220,2104,2514,2983,2717,5094,1863,1827,2133,2642,2929,5559,536.4,8,7,15,12,21.7,44.1,598
1098.7,1095.6,1227.9,1183.9,1158,1091,1005,1070,1200,1190,1130,1130,1852,2065,1901,4964,1233,4278,1871,2018,1542,5065,994,4287,543.6,10.4,7,15,18.6,3,37.6,500
776.2,718.8,863,867.8,663.3,625.5,1005,1070,1215,1200,1140,1130,2657,2311,2721,7757,1599,3284,2600,2200,2001,2450,1600,3298,501.7,9.3,7,15,20.2,4.3,24.4,621
1004,1064,1220.3,1211.7,1137.4,1164.8,1005,1070,1220,1210,1140,1245,3503,4167,5145,14732,2230,6550,3535,4169,5086,14573,2240,6548,529.1,13.2,18.1,20.5,34.8,12.5,48.4,600
977.7,1050.1,1237,1200.9,1143.2,1176.6,1005,1070,1220,1200,1140,1130,3312,3807,4929,11488,4042,6232,2819,3401,4656,10956,3649,5653,556.8,14,14.9,23,30.8,34.8,50.4,508
1046.2,1066.6,1222.1,1205.7,1184,1170.3,1005,1070,1210,1200,1145,1130,2492,2980,0,6682,1501,4580,2127,2642,1366,6690,1410,4349,499.5,9.1,9.2,13,19.8,3,33,621
1028.7,1045.2,1223.7,1190.5,1146.7,1130.4,1005,1070,1215,1205,1150,1245,2527,2952,3411,10532,1918,5051,2495,2943,3392,10459,1916,5067,534,10,10.9,18.2,27.9,10.5,41.7,601
999.1,1055.2,1221.2,1208.1,1134.7,1160,1005,1070,1220,1210,1140,1245,3492,4165,4645,13392,2152,6553,3535,4169,4675,13445,2187,6548,537.7,16.5,16.9,21.3,33.3,12.3,47.9,600
911.7,907.2,1138.1,1113,1087.6,1029.6,1005,1070,1215,1200,1140,1130,2416,2149,2024,4154,1661,4237,2600,2200,2001,4261,1700,4287,502.9,7,7.4,15.1,16,8.4,35,503
873.5,881.8,963,961.2,1036.8,985.4,1005,1070,1210,1210,1140,1245,2001,2267,3023,3499,1533,4339,2200,2300,2239,2615,1517,4317,505.2,8,7.6,15,12,3.2,31.6,600
1002.5,1060.7,1225.1,1208.3,1130.3,1153.3,1005,1070,1220,1210,1140,1245,3493,4234,5191,15023,2407,6540,3535,4169,5223,14817,2479,6548,546.3,17.6,16.2,22.4,35.7,15.9,49,598
1004.3,1062.9,1219.2,1210.4,1136.2,1163.4,1005,1070,1220,1210,1140,1245,3521,4170,5036,14433,2259,6547,3535,4169,5103,14569,2290,6548,529.9,13.3,18.1,22,35.9,13.1,48.4,598
1005.5,1059.4,1227.6,1214,1181.2,1148.4,1005,1070,1215,1205,1150,1245,2531,2996,2858,8238,2080,4892,2495,2943,2880,8356,1916,4911,556.5,12.9,11.2,16.8,25,11.1,40.7,600
960.2,1006.5,1150.5,1120,1040.2,1050.2,1050.2,1070,1200,1180,1120,1100,1900,2610,3390,6356,4008,6519,1406,2328,3500,6356,4075,6668,465.8,10,7,14.5,18.9,32.4,51.6,505
994.6,1004.1,1207.6,1173.1,1150.8,1180.3,1005,1070,1220,1200,1150,1130,3304,4156,4638,14683,2798,7028,3333,4169,4588,14817,2769,7016,507.2,14.9,16.4,20.5,36.7,18,51,622
1064.8,1071.2,1280.7,1258,1150.1,1173.8,1005,1070,1250,1230,1250,1245,3013,3559,3442,10237,1956,6505,2936,3474,2964,9893,1912,6354,524.4,15.2,13.7,15,23.3,9.1,47.5,608
1069.1,1080.1,1219,1193.8,1245.5,1253.8,1005,1070,1250,1190,1250,1245,2175,2129,3688,3159,3392,5190,1740,1892,2944,2528,3284,5037,556.3,8,7,18,12,24.1,38.8,596
1002.7,1031.9,1229.1,1217.8,1146.6,1172.9,1005,1070,1220,1210,1140,1245,3549,4270,4051,13348,2168,6527,3535,4169,3986,13350,2123,6548,551.2,17,15.7,17.7,33.5,12.1,48.6,599
723.9,709,800.3,794.3,854.2,775.9,1050.2,1070,1200,1180,1120,1100,2333,2918,2485,4195,1901,3780,2303,2897,2484,4224,1900,3778,419.1,10,9.4,9.7,14.6,8.4,30.3,499
962,1028,1206.1,1181,1146.5,1176.5,1005,1070,1215,1200,1150,1130,3326,4102,7243,14933,2625,6538,3333,4169,7139,14817,2627,6548,495.1,12.2,14.9,26.8,34.3,16.3,47.3,623
824.5,833.1,923.3,920.5,957.1,915.1,1005,1070,1210,1210,1140,1245,2117,2433,3162,3763,1531,3951,2200,2300,2239,2615,1516,3958,472.1,8,7,15,12,3,29.2,599
1079.3,1095.7,1244.8,1201,1207.4,1151.7,1005,1070,1220,1200,1160,1245,2233,2195,2792,3163,1428,3601,1814,2018,2253,2541,1298,3598,549.5,8,7,15,12,3,28.1,603
729.3,713.7,796.5,791,843.9,769.5,1050.2,1070,1200,1180,1120,1100,2286,2895,2480,4265,1899,3772,2303,2897,2484,4224,1900,3778,422.2,12,9.1,8.6,14.7,8.3,30.1,499
1006.9,1045.5,1224.5,1208.4,1151,1152.1,1005,1070,1215,1205,1150,1245,2560,2980,2908,10091,1916,5458,2495,2943,2880,9965,1916,5457,561.4,11.9,13.7,16.3,26.9,11.1,44.5,600
812.7,819.6,918.7,913.4,948.4,896,1005,1070,1210,1210,1140,1245,2178,2451,3246,4057,1563,3949,2200,2300,2239,4000,1516,3958,450.1,8,7,15,12.7,3,28.6,600
1130.5,1073.8,1246,1179,1167.9,1110.9,1005,1070,1180,1180,1160,1130,1946,2028,1860,2687,1321,4485,1572,1781,1506,2617,1312,4485,531.8,8,7,15,13,4,37.8,504
1008.3,1056.2,1248.9,1230.5,1175.9,1155.2,1005,1070,1215,1205,1150,1245,2471,2930,2920,7509,1915,5458,2495,2943,2880,7549,1916,5457,538.3,9.9,12.8,15,21.5,9,41.8,599
730.6,716,802.1,795.1,851.4,773.4,1050.2,1070,1200,1180,1120,1100,2287,2897,2482,4213,1898,3771,2303,2897,2484,4224,1900,3778,421.1,10.3,8.9,9.3,14.6,8.3,30.5,501
721.5,704.4,803.9,792.3,860.6,779.4,1050.2,1070,1200,1180,1120,1100,1937,3005,1972,5407,1450,3759,1881,3009,2000,5366,1424,3778,413.8,10,12.4,8.9,18.7,8,37.6,302
999.5,1057.1,1226.9,1210.1,1182.8,1144.3,1005,1070,1215,1205,1150,1245,2539,3006,2868,8123,1916,4926,2495,2943,2880,8095,1916,4911,551.1,12.2,10.3,17.5,22.3,10.6,40.4,599
866.7,875.1,955.4,953.7,1029.7,977.2,1005,1070,1210,1210,1140,1245,2020,2311,3025,3517,1502,4311,2200,2300,2239,2615,1290,4317,501.3,8,7,15,12,3,31.9,599
1065.2,1054,1236.2,1197.7,1186.7,1150.4,1005,1070,1215,1200,1150,1130,1892,2261,2571,4229,1458,4480,1765,2207,2086,4226,1190,4485,522.5,7,7,15,14.1,3,34.2,618
998.1,1010.6,1217,1201.5,1140.6,1158.5,1005,1070,1215,1200,1140,1130,3274,4097,2924,13178,2250,6092,3314,4169,2923,13058,2233,6042,519.6,14.6,16.4,15.9,30.7,12,43.4,620
1018.5,1042.4,1232,1201.5,1144.7,1096.7,1005,1070,1210,1200,1140,1130,1833,2125,2457,5897,1381,4290,1604,1766,1992,5852,1119,4287,467.7,8,7,15,17.9,3,33.7,501
1004.4,1037.4,1217.3,1200.7,1179.5,1137.9,1005,1070,1215,1205,1150,1245,2542,2965,2908,8482,1917,4923,2495,2943,2880,8539,1916,4911,538.5,10.5,9.8,16.2,25.5,10.6,40.2,601
734.3,676.3,821.7,806.4,758.2,702.7,1005,1070,1215,1200,1140,1130,2605,2350,2657,0,1600,3322,2600,2200,2001,2244,1600,3298,463.7,11.6,7,15,10,3.9,24,600
544.7,540.8,628.5,601.8,601.6,592.1,1005,1070,1210,1210,1140,1245,2308,2481,3120,4428,2143,1658,2200,2300,2239,2562,1298,1400,454.7,8,7.6,15,15,10,6,603
1061.9,1051.5,1238.9,1192.7,1189,1138.7,1005,1070,1215,1200,1150,1130,1905,2260,2579,4583,1445,4284,1765,2207,2087,4733,1174,4287,530.4,7,7,15,16.6,3,32.8,620
875.7,863.5,1109.8,1084.4,1064.9,1007.3,1005,1070,1215,1200,1140,1130,2597,2282,2565,4231,1699,4287,2600,2200,2001,4261,1700,4287,487.9,9.9,7,15,14.2,5.9,31.3,600
995.9,1031.5,1200.7,1162.6,1119.8,1124.8,1050.2,1070,1210,1200,1110,1100,1890,2562,3775,5844,3850,6333,1406,2207,3808,5994,3766,6296,498.6,10,7,15.1,19.4,30.2,50,500
1009.3,1053.1,1221.8,1202.3,1188.5,1170.2,1005,1070,1220,1205,1150,1245,2304,2694,2983,7064,2079,5151,2097,2606,2822,7044,2080,5145,567.3,8.8,9.5,15.9,20.6,13,41.9,600
1064.1,1050.9,1208,1169.3,1156.9,1116.5,1005,1070,1220,1200,1160,1130,1884,2002,1771,3680,1740,4620,1509,1605,1445,2657,1459,4617,561,8,7,15,11.3,6.6,39.6,502
1034.4,1030.8,1241.6,1222.9,1152.8,1158.5,1005,1070,1215,1205,1150,1245,2594,3028,2947,8081,1918,5463,2495,2943,2880,8130,1916,5457,520,10.8,10.4,15,22.1,8.9,41.6,604
944.7,1044.5,1210.2,1192,1141.2,1139.9,1005,1070,1220,1200,1145,1130,2773,3401,6467,12469,2541,6393,3030,3657,6694,13121,2636,6548,534.6,17.5,17.3,33.2,40.3,22.6,56.9,500
998.1,1025.8,1214.8,1183.5,1167.1,1139.7,1005,1070,1210,1200,1145,1130,2180,2894,2139,9123,1751,5443,2510,3017,1826,9979,1870,5770,537.9,13.2,11.9,15,27.6,9.1,43.5,620
730,714.7,798.2,793.4,847.9,771.3,1050.2,1070,1200,1180,1120,1100,2300,2913,2480,4235,1900,3787,2303,2897,2484,4224,1900,3778,421.7,12.4,9.5,10.3,13.8,8.3,30,499
1021.7,1046.9,1209.1,1194.4,1146.2,1144.8,1005,1070,1215,1200,1150,1130,2187,2649,2478,8117,1556,5574,2502,3058,2081,8588,1725,6020,537.7,10.4,11.7,15,23.9,7.1,44.5,619
1002.2,1066.3,1224,1215.2,1135.6,1166.8,1005,1070,1220,1210,1140,1245,3526,4200,4421,12626,2589,6553,3535,4169,4242,12669,2617,6548,545.6,17.1,16.9,18.1,32.2,16.8,48.5,601
997.4,1072.2,1225.8,1207,1143.2,1176.9,1005,1070,1220,1210,1140,1245,3478,4193,6819,14945,3106,6510,3535,4169,6709,14817,3083,6548,536.8,15.7,16.6,24.8,34.3,21.6,48.1,601
952.6,1043.7,1199.5,1194.6,1137.1,1151,1005,1070,1215,1205,1150,1245,2539,3017,5096,10416,2195,5602,2495,2943,5039,10459,2189,5612,533.7,11.4,11.2,23.4,29.1,13.9,45.4,603
759.5,716.1,888.6,881.2,875.9,810.5,1005,1070,1215,1200,1140,1130,2587,2279,2601,4761,1597,4276,2600,2200,2001,4648,1600,4287,483.8,9.6,7,15,13.7,4.4,31.5,600
996.8,1027.6,1219.2,1204.5,1188.8,1165.2,1005,1070,1210,1200,1145,1130,1955,2353,2268,6800,1448,4266,1765,2207,1825,6581,1391,4287,536.2,7,7.2,15,18.1,3,32.9,618
1027.1,1016.9,1220.2,1194.6,1152.3,1149.7,1005,1070,1215,1200,1140,1130,2759,3275,2602,12411,1434,4853,2662,3418,2056,11834,1318,4747,537,10.6,12.1,15,27.2,3,36.1,618
869.1,853.3,1104.8,1077,1056.6,1006.3,1005,1070,1215,1200,1140,1130,2592,2273,2551,4217,1702,4276,2600,2200,2001,4261,1700,4287,487.7,9.7,7,15,13.8,5.9,31.6,600
1071.3,1074.7,1241.3,1210.3,1141.3,1155.1,1005,1070,1220,1210,1140,1245,2951,3502,3146,7860,1766,5969,2762,3246,3187,7727,1698,5734,522.3,12.1,12.3,17.8,20.6,6.3,42.8,601
1007.2,1064.5,1223,1212.4,1137.9,1167.3,1005,1070,1220,1210,1140,1245,3530,4216,4090,12602,2677,6536,3535,4169,4093,12477,2694,6548,547.4,17.1,16.6,18.8,30.5,17.7,48.6,599
995.9,1018.6,1219.9,1204.1,1135.4,1157.2,1005,1070,1215,1200,1150,1130,3353,4136,3540,14266,2298,6095,3333,4169,3486,14184,2299,6080,514.7,14.2,16.1,17,33.5,12.8,43.9,617
1059.2,1049.6,1212.1,1171.3,1174.6,1099.8,1005,1070,1200,1180,1160,1130,1923,2035,2040,4726,1276,4274,1871,2018,1653,4698,1033,4287,551.3,8,7,15,16.2,3,35.6,502
985.5,1047.8,1213.8,1206.2,1148,1145.3,1005,1070,1220,1195,1160,1130,2728,2737,3462,9720,4075,6039,2793,3027,3424,9553,4199,6256,564.4,13.3,13.1,20.3,27.9,41.7,54.8,497
559.7,557,643.4,617.9,616.6,607,1005,1070,1210,1210,1140,1245,2326,2458,3073,4380,2111,1642,2200,2300,2239,2562,1298,1400,468.6,8,7.6,15,15,10,6,600
1063.8,1069.9,1249.6,1203.2,1164.3,1139.2,1005,1070,1215,1205,1150,1245,2319,2761,2585,5425,1921,5081,2346,2785,2707,5569,1916,5067,581.4,14.7,12.8,18.2,18.9,10.9,41,601
1000.7,1059.6,1220.3,1211.6,1141.6,1167.5,1005,1070,1220,1210,1140,1245,3500,4155,5202,14383,2228,6544,3535,4169,5141,14414,2216,6548,539.5,16,18.1,22.3,35.5,12.6,48.5,604
1095.4,1083.7,1213.8,1213.2,1259,1234,1005,1070,1250,1190,1260,1245,2253,2201,4997,3288,3098,5057,1852,1892,5000,2713,3132,5113,531,8,7,22.3,12,21.7,39.1,600
864.5,871,953.4,951.5,1032,974,1005,1070,1210,1210,1140,1245,2036,2342,3028,3537,1501,4309,2200,2300,2239,2615,1289,4317,500.1,8,7,15,12,3,31.9,600
1013.7,1053.8,1223.6,1172.6,1104.9,1132.5,1050.2,1070,1210,1200,1100,1100,1835,3015,6817,8376,5319,7670,1406,3119,6553,8177,5223,7591,493,10,11.6,22,21.1,46,58.7,505
997.1,1062.4,1237.5,1210.7,1153,1152,1005,1070,1215,1205,1150,1245,2462,2990,2820,7346,1913,5446,2495,2943,2880,7247,1916,5457,536.8,10.7,11,18.1,19.1,9.1,42,600
1105.8,1056.8,1239,1180.9,1162.6,1119.1,1005,1070,1180,1180,1160,1130,1913,2016,1782,2506,1316,4491,1545,1789,1450,2615,1312,4485,541.5,8,7,15,14.4,4.3,38.2,499
993.4,1015.7,1219.4,1168.2,1145.1,1143.5,1005,1070,1220,1190,1160,1230,3355,3592,4001,10625,2542,6300,3439,3667,4085,11211,2627,6548,517.5,17.5,16.7,20.8,30.9,19.5,53.4,500
998.6,1027.1,1222.9,1191.1,1161.3,1150,1005,1070,1215,1200,1150,1130,2693,3352,2586,10895,1651,5970,2902,3556,2182,11408,1678,6080,521.5,13.6,13.6,15,29.9,6.4,45.5,618
997.2,1051.8,1220.9,1209.1,1137.5,1163.5,1005,1070,1220,1210,1140,1245,3534,4180,4705,13308,2243,6543,3535,4169,4655,13511,2262,6548,539.9,16.6,17.1,21,34.5,13.1,48,602
985.5,1019.4,1215.4,1187.2,1149.1,1154.5,1005,1070,1215,1200,1150,1130,3293,4067,2574,14178,1682,6066,3333,4169,2104,14317,1689,6080,520.8,14.8,16.2,15,34.9,6.6,45.3,626
728.4,714.3,790.8,784.4,837.7,765.4,1050.2,1070,1200,1180,1120,1100,2297,2891,2493,4228,1901,3777,2303,2897,2484,4224,1900,3778,424,12,7.7,8.5,15.2,8.4,30.1,500
1071,1058.2,1267.1,1246.6,1149.9,1165.8,1005,1070,1240,1220,1160,1230,3002,3220,4212,4932,2557,6301,2731,2974,3390,4790,2564,6261,518.1,10.8,10.9,18,14,16,46.8,599
1016,1003,1215.4,1180.1,1152.4,1148,1005,1070,1210,1200,1145,1130,2556,3209,1889,11264,1923,5948,2549,3244,1637,10939,1895,5847,546.9,13,12.9,15,27,9.2,43.4,619
1053,1070.2,1226.9,1205.6,1165.9,1183.5,1005,1070,1220,1200,1160,1230,3484,3719,6657,12701,2620,6530,3535,3811,6570,12754,2627,6548,554.3,13.2,15.6,27.3,34,18.4,51.1,596
1105.5,1119.9,1278.8,1233.8,1253.1,1229.4,1005,1070,1220,1200,1255,1245,2283,2187,2743,3199,2804,5223,1917,1906,2339,2831,3018,5605,526.6,8,7,15,12,21.1,42.4,606
1019.5,1037.9,1209.7,1192.3,1141.2,1162.3,1005,1070,1215,1200,1150,1130,2455,3168,2434,10335,2267,6230,2846,3485,2775,10942,2364,6361,533.9,14,13.5,19,29,14.4,47.2,617
995.9,1037,1222.6,1209.6,1143.9,1171.3,1005,1070,1220,1210,1140,1245,3532,4209,4600,14132,2569,6536,3535,4169,4565,14072,2542,6548,548.2,17,17.7,19.2,34.7,16.2,48.3,601
1055.6,1074.9,1218.9,1203.4,1161.5,1105,1005,1070,1220,1200,1160,1130,2032,2141,2155,6059,1829,4833,1879,2107,2273,5715,1761,4633,568.9,8.2,8.6,18.8,17.6,11.3,40.5,498
1054,1069.5,1214,1199,1212,1164.5,1005,1070,1190,1190,1250,1245,2074,2104,3400,5868,1329,3944,1633,2017,2600,5240,1079,3646,576.1,8,7.1,18,15.1,3,30.8,601
1126.1,1126.2,1276.1,1247.9,1257.5,1235.8,1005,1070,1220,1200,1255,1245,2222,2106,2531,3024,2757,5256,1782,1670,2029,2413,2627,5037,534.9,8,7,15,12,17.8,40.2,602
1003.2,1030.3,1228.7,1212.6,1197.7,1177.5,1005,1070,1210,1200,1145,1130,1963,2344,2276,5911,1448,4282,1765,2207,1847,5830,1389,4287,535.9,7.5,7.3,15,16.6,3,33,619
989.1,1022.1,1217.4,1187,1150.6,1153,1005,1070,1215,1200,1150,1130,3214,3908,2573,13193,1677,6076,3225,4047,2087,13444,1677,6080,521.2,14.4,15.6,15,33.2,6.4,45,624
1002.4,1010.3,1217.3,1203.2,1142.5,1160.5,1005,1070,1215,1200,1140,1130,3302,4105,2867,12399,2169,5871,3111,3954,2704,12156,2053,5638,520.7,13.1,15.5,15,28,9.9,40.9,620
999.1,1057,1219.2,1206.7,1133.9,1157,1005,1070,1220,1210,1140,1245,3497,4176,4718,13302,1981,6539,3535,4169,4685,13311,2031,6548,535.4,15.9,16.9,19.4,33,10.6,47.8,600
